상태,피그마,key,설명,en,lo,th,zh
번역 완료,ADMIN 로그인,Reset password,타이틀,Reset password,ຕັ້ງລະຫັດຜ່ານໃຫມ່,,
번역 완료,ADMIN 배터리,Returned battery code,,Returned battery code,ແບດເຕີລີທີ່ສົ່ງຄືນ,,
번역 완료,"ADMIN 랭킹, RANKING 메인",Revenue,,Revenue,ລາຍໄດ້,,
번역 완료,ADMIN 지원,Review version,,Review version,ເວີຊັນກວດສອບຄືນ,,
번역 완료,ADMIN 드라이버관리,Revise profile,,Revise profile,ແກ້ໄຂໂປຣໄຟລ໌,,
번역 완료,ADMIN 지원,Rewards,,Rewards,ລາງວັນ,รางวัล,优惠
번역 완료,ADMIN 일반배송(보류),Route,,Route,ເສັ້ນທາງ,,
번역 완료,ADMIN 설정,Route management,,Route management,ການຈັດການ ເສັ້ນທາງຂົນສົ່ງ,,
번역 완료,ADMIN 드라이버관리,Safety policy related,,Safety policy related,ນະໂຍບາຍຄວາມປອດໄພທີ່ກ່ຽວຂ້ອງ,,
번역 완료,ADMIN 드라이버관리,Salary,,Salary,ເງິນເດືອນ,,
병합 필요,ADMIN. 캘린더,Sat,"요일 ",Sat,ວັນເສົາ,วันเสาร์,星期六
번역 완료,"ADMIN 무브관리, ADMIN 지원",Save,,Save,ບັນທຶກ,บันทึก,保存
번역 완료,ADMIN 지원,Save changes,,Save changes,ບັນທຶກ ການປ່ຽນແປງ,,
번역 완료,ADMIN 무브관리,Scan the Lao QR code.,,Scan the Lao QR code.,ສະແກນ QR code.,สแกน QR.,
번역 완료,ADMIN 드라이버관리,Schedule,,Schedule,ຕາຕະລາງ,กำหนดการ,
번역 완료,ADMIN 드라이버관리,Schedule group,,Schedule group,ກຸ່ມຕາຕະລາງ,กลุ่มกำหนดการ,
번역 완료,ADMIN 드라이버관리,Schedule group (hours),,Schedule group (hours),ຕາຕະລາງກຸ່ມ (ຊົ່ວໂມງ),กลุ่มกำหนดการ (ชั่วโมง),
번역 완료,ADMIN 드라이버관리,Schedule info,,Schedule info,ຂໍ້ມູນຕາຕະລາງ,ข้อมูลกำหนดการ,
번역 완료,ADMIN 차량관리,Schedule type,,Schedule type,ປະເພດຕາຕະລາງ,ประเภทกำหนดการ,
번역 완료,ADMIN 설정,Search by hub name,,Search by hub name,ຊອກຫາ ໂດຍຊື່ສູນຂົນສົ່ງ,,
번역 완료,,Search by mobile number,,Search by mobile number,ຄົ້ນ​ຫາ​ໂດຍ​ເບີ​ໂທລະ​ສັບ​ມື​ຖື​,,
번역 완료,ADMIN 드라이버관리,Search by plate number,,Search by plate number,ຄົ້ນຫາໂດຍເລກທະບຽນ,ค้นหาตามหมายเลขทะเบียน,
번역 완료,ADMIN 콕콕관리,Search driver name,배차,Search driver name,ຄົ້ນຫາ ຊື່ຄົນຂັບລົດຂົນສົ່ງ,,
번역 완료,ADMIN 무브관리,Sedan,,Sedan,ລົດເກັງ,ซีดาน,
병합 필요,ADMIN 지원,Select,,Select,ເລືອກ,เลือก,
번역 완료,ADMIN 기타,Select a claim type,,Select a claim type,ເລືອກ ປະເພດຄຳຮ້ອງຂອງທ່ານ,,
번역 완료,ADMIN 차량관리,Select broken item,,Select broken item,ເລືອກລາຍການເປ່ເພ,,
번역 완료,ADMIN 차량관리,Select broken reason,,Select broken reason,ເລືອກເຫດຜົນການເປ່ເພ,,
번역 완료,ADMIN 드라이버관리,Select driver type,,Select driver type,ເລືອກປະເພດຄົນຂັບ,เลือกประเภทไดรเวอร์,
번역 완료,ADMIN 드라이버관리,Select group,,Select group,ເລືອກກຸ່ມ,เลือกกลุ่ม,
번역 완료,ADMIN 차량관리,Select repair location,,Select repair location,ເລືອກສະຖານທີ່ສ້ອມແປງ,,
번역 완료,ADMIN 차량관리,Select the advertisement,,Select the advertisement,ເລືອກໂຄສະນາ,,
번역 완료,ADMIN 지원,Select the date,,Select the date,ເລືອກວັນທີ,,
번역 완료,ADMIN 로지스틱스(보류),Select the location,,Select the location,ເລືອກສະຖານທີ່,,
번역 완료,ADMIN 지원,Select the notice,,Select the notice,ເລືອກ ການແຈ້ງດຕືອນ,,
번역 완료,ADMIN 차량관리,Select vehicle type,,Select vehicle type,ເລືອກປະເພດພາຫະນະ,เลือกประเภทยานพาหนะ,
번역 완료,ADMIN 지원,Selected,,Selected,ເລືອກແລ້ວ,,
번역 완료,ADMIN 드라이버관리,Selected schedule,,Selected schedule,ກຳນົດເວລາທີ່ເລືອກ,กำหนดการที่เลือก,
번역 완료,ADMIN 드라이버관리,Self acceptance orders,,Self acceptance orders,ຄຳສັ່ງຂົນສົ່ງ ທີ່ທ່ານຕອບຮັບເອງ,,
번역 완료,ADMIN 지원,Send,지원 → 알림,Send,ສົ່ງ,,
병합 필요,ADMIN 콕콕관리,Sender,,Sender,ຜູ້ສົ່ງ,ผู้ส่ง,发送人
번역 완료,ADMIN 로지스틱스(보류),Sender information,,Sender information,ຂໍ້ມູນຜູ້ສົ່ງ,,
번역 완료,ADMIN 콕콕관리,Sender mobile,,Sender mobile,ເບີມືຖື ຜູ້ສົ່ງພັດສະດຸ,,
병합 필요,ADMIN. 캘린더,SEP,Month (short),SEP,ເດືອນກັນຍາ,,9月
번역 완료,ADMIN. 캘린더,September,Month (full),September,ເດືອນກັນຍາ,,9月
번역 완료,ADMIN 지원,Service,,Service,ບໍລິການ,,
번역 완료,ADMIN 드라이버관리,Service area,,Service area,ພື້ນທີ່ໃຫ້ບໍລິການ,,
번역 완료,ADMIN 드라이버관리,Service area has been changed.,,Service area has been changed.,ພື້ນທີ່ໃຫ້ບໍໍລິການໄດ້ມີການປ່ຽນແປງແລ້ວ,,
번역 완료,"ADMIN 지원, ADMIN 회원관리",Service type,,Service type,ປະເພດການບໍລິການ,ประเภทบริการ,
번역 완료,ADMIN 차량관리,Service type has been changed.,토스트,Service type has been changed.,ປະເພດການບໍລິການມີການປ່ຽນແປງ.,ประเภทบริการมีการเปลี่ยนแปลง,
확인 필요,ADMIN 일반배송(보류),Set as arrival,,Set as arrival,ຈັດເປັນ ຈຸດຂົນສົ່ງລົງ,,
번역 완료,ADMIN 지원,Set the coupon code in 10 characters.,,Set the coupon code in 10 characters.,ໃສ່ ລະຫັດຄູປອງ ໃຫ້ຮອດ 10 ຕົວອັກສອນ.,,
번역 완료,ADMIN 지원,Set the minimum payments more than the discount amount.,,Set the minimum payments more than the discount amount.,ໃສ່ ຈຳນວນຊຳລະຕ່ຳສຸດ ຫຼາຍກວ່າມູນຄ່າສ່ວນຫຼຸດ.,,
번역 완료,ADMIN 지원,Set the screen to connect when click the banner.,,Set the screen to connect when click the banner.,ຕັ້ງໃຫ້ປ້າຍໂຄສະນາ  ເຊື່ອມໂຍງເຖິງລິ້ງທີ່ຢູ່ ເມື່ອກົດ.,,
번역 완료,ADMIN 설정,Settings,,Settings,ການຕັ້ງຄ່າ,การตั้งค่า,设置
번역 완료,"ADMIN 정산, ADMIN 지원",Settlement,,Settlement,ການຊຳລະເງິນ,,
번역 완료,ADMIN 드라이버관리,Settlement management,,Settlement management,ການຈັດການການຊຳລະ,,
번역 완료,ADMIN 드라이버관리,Settlement method,,Settlement method,ຊ່ອງທາງ ການຊຳລະ,,
번역 완료,ADMIN 차량관리,Shaft,,Shaft,ເພົາ,,
병합 필요,ADMIN 일반배송(보류),Shipped,타이틀,Shipped,ຂົນສົ່ງອອກແລ້ວ,사용하지 않음,
병합 필요,ADMIN 콕콕관리,Shipped,,Shipped,ກຳລັງຂົນສົ່ງ,삭제,
번역 완료,ADMIN 지원,Shipper,,Shipper,ເຈົ້າຂອງພັດສະດຸສົ່ງ,삭제,
번역 완료,ADMIN 일반배송(보류),Shipping,,Shipping,ການຮັບ-ສົ່ງ,รับ - ส่ง,发货
번역 완료,ADMIN 콕콕관리,Shipping fee is too expensive,,Shipping fee is too expensive,ຄ່າຂົນສົ່ງ ແພງເກີນໄປ,,
번역 완료,ADMIN 일반배송(보류),Shipping request,,Shipping request,ຮ້ອງຂໍການຈັດສົ່ງ,,
번역 완료,,Short orders,,Short orders,ຄໍາສັ່ງ ໄລຍະສັ້ນ,,
병합 필요,ADMIN 로그인,Sign in,,Sign in,ເຂົ້າສູ່ລະບົບ,เข้าสู่ระบบ,登录
병합 필요,ADMIN 로그인,Sign out,,Sign out,ອອກຈາກລະບົບ,ออกจากระบบ,退出登录
번역 완료,ADMIN 콕콕관리,Signature,,Signature,ລາຍເຊັນ,,
번역 완료,"ADMIN 무브배차, ADMIN 콕콕관리",Small TukTuk,,Small TukTuk,ລົດສາມລໍ້ໄຟຟ້າ ນ້ອຍ,รถตุ๊กตุ๊ก 3 ที่นั่ง,小型嘟嘟车
번역 완료,ADMIN 로그인,"Sorry for the inconvenience but we're performing some maintenane at the moment.  we'll be back online shortly.
Thank you.",,"Sorry for the inconvenience but we're performing some maintenane at the moment.  we'll be back online shortly.
Thank you.",ຂໍ​ອະ​ໄພ​ໃນ​ຄວາມ​ບໍ່​ສະ​ດວກ ພວກເຮົາກໍາລັງເລັ່ງດໍາເນີນການຈະກັບມາອອນລາຍໃນໄວໆນີ້.,ขออภัยในความไม่สะดวก แต่เรากำลังดำเนินการบำรุงรักษาบางอย่างในขณะนี้ เราจะกลับมาออนไลน์อีกครั้งเร็วๆ นี้,
번역 완료,ADMIN 지원,Start date,,Start date,ເວລາ ເລີ່ມ,,
번역 완료,ADMIN 지원,Start date must be prior to the end date.,쿠폰 날짜 에러,Start date must be prior to the end date.,ວັນທີເລີ່ມຕົ້ນຈະຕ້ອງຢູ່ກ່ອນວັນທີສິ້ນສຸດ.,วันที่เริ่มต้นจะต้องอยู่ก่อนวันที่สิ้นสุด,
번역 완료,ADMIN 지원,"Start date, time ~ End date, time",,"Start date, time ~ End date, time","ວັນທີເລີ່ມຕົ້ນ, ເວລາ ~ ວັນທີສິ້ນສຸດ, ເວລາ","วันที่เริ่มต้น, เวลา ~ วันที่สิ้นสุด, เวลา",
번역 완료,ADMIN 콕콕관리,Started,,Started,ເລີ່ມ,เริ่ม,
번역 완료,ADMIN 무브관리,Started (Administrator),,Started (Administrator),ເລີ່ມຕົ້ນ (ຜູ້ບໍລິຫານລະບົບ),เริ่มต้น (ผู้ดูแลระบบ),
번역 완료,ADMIN 통계,Statistics,,Statistics,ສະຖິຕິ,สถิติ,
번역 완료,ADMIN 콕콕관리,Status,필터,Status,ສະຖານະ,,
번역 완료,ADMIN 드라이버관리,Status cannot be changed.,,Status cannot be changed.,ສະຖານະ ບໍ່ສາມາດປ່ຽນແປງໄດ້.,,
번역 완료,ADMIN 드라이버관리,Status cannot be changed. (Certificate verification has not been completed.),,Status cannot be changed. (Certificate verification has not been completed.),ສະຖານະ ບໍ່ສາມາດປ່ຽນແປງໄດ້.(ການກວດສອບໃບອະນຸຍາດ ຍັງບໍ່ສຳເລັດ),,
번역 완료,ADMIN 드라이버관리,Status cannot be changed. (Order is in progress or duplicate accounts exist.),,Status cannot be changed. (Order is in progress or duplicate accounts exist.),ສະຖານະ ບໍ່ສາມາດປ່ຽນແປງໄດ້.  (ຄຳສັ່ງຂົນສົ່ງ ກຳລັງດຳເນີນງານ ຫຼື ມີບັນຊີຊ້ຳກັນ),,
번역 완료,ADMIN 콕콕관리,Status has been changed.,,Status has been changed.,ສະຖານະມີການປ່ຽນແປງ,สถานะมีการเปลี่ยนแปลง,
번역 완료,ADMIN 차량관리,Status type has been changed.,토스트,Status type has been changed.,ປະເພດສະຖານະມີການປ່ຽນແປງ.,ประเภทสถานะมีการเปลี่ยนแปลง,
번역 완료,ADMIN 일반배송(보류),Stopover (1),,Stopover (1),ຈຸດຢຸດພັກ (1),,
번역 완료,ADMIN 일반배송(보류),Stopover (2),,Stopover (2),ຈຸດຢຸດພັກ (2),,
번역 완료,ADMIN 일반배송(보류),Stopover (3),,Stopover (3),ຈຸດຢຸດພັກ (3),,
번역 완료,ADMIN 무브관리,Stopover 1 location,,Stopover 1 location,ຈຸດແວະພັກທີ1,จุดแวะพัก 1 แห่ง,
번역 완료,ADMIN 무브관리,Stopover 2 location,,Stopover 2 location,ຈຸດແວະພັກທີ2,จุดแวะพัก 2 แห่ง,
번역 완료,,Stopover location,,Stopover location,ຈຸດແວະຊົ່ວຄາວ,สถานที่แวะพัก,
번역 완료,ADMIN 드라이버관리,Student,,Student,ນັກສຶກສາ,,
번역 완료,ADMIN 드라이버관리,Sub,,Sub,ສໍາຮອງ,,
번역 완료,,Sub driver,,Sub driver,ຄົນຂັບຍ່ອຍ,,
번역 완료,ADMIN 드라이버관리,Sub Hero,,Sub Hero,Hero ສຳຮອງ,,
번역 완료,"ADMIN 지원, ADMIN 회원관리",Subject,,Subject,ຫົວຂໍ້,ชื่อ,
번역 완료,ADMIN 기타,Submit,,Submit,ສົ່ງ,ส่ง,提交
번역 완료,ADMIN 기타,Submitted,,Submitted,ສົ່ງແລ້ວ,,
병합 필요,ADMIN. 캘린더,Sun,요일,Sun,ວັນອາທິດ,วันอาทิตย์,星期天
번역 완료,ADMIN 설정,Super,,Super,ຜູ້ດູແລລະບົບ ສູນໃຫຍ່,,
번역 완료,ADMIN 지원,Support,,Support,ຊ່ວຍເຫຼືອ,,
번역 완료,ADMIN 지원,"Support file : xlsx, xls, csv (Limit 1 MB)",지원 → 알림 생성,"Support file : xlsx, xls, csv (Limit 1 MB)","ຮອງຮັບຟາຍ: xlsx, xls, csv (ຈຳກັດ 1MB)",,
번역 완료,ADMIN 지원,"Support file : xlsx, xls, csv (Limit 5 MB)",지원 → 알림 생성,"Support file : xlsx, xls, csv (Limit 5 MB)","ຮອງຮັບຟາຍ: xlsx, xls, csv (ຈຳກັດ 5MB)",,
번역 완료,ADMIN 지원,"Support file: png, jpeg, jpg (Limit 1MB)",,"Support file: png, jpeg, jpg (Limit 1MB)","ຮອງຮັບຟາຍ: png, jpeg, jpg (ຈຳກັດ 1MB)",,
번역 완료,ADMIN 무브관리,SUV,,SUV,ລົດ SUV,รถ SUV,
번역 완료,ADMIN 설정,Tel.,,Tel.,ໂທ.,,
번역 완료,ADMIN 기타,Terms of service,,Terms of service,ຂໍ້ກໍານົດແລະເງື່ອນໄຂການໃຫ້ບໍລິການ,ข้อกำหนดในการให้บริการ,服务条款
번역 완료,,Thank you.,,Thank you.,ຂອບ​ໃຈ,ขอบคุณ,
번역 완료,ADMIN 설정,The account information has been changed.,,The account information has been changed.,ຂໍ້ມູນບັນຊີ ໄດ້ຖືກປ່ຽນແປງແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,The actual time has been changed.,,The actual time has been changed.,ເວລາທີ່ແທ້ຈິງມີການປ່ຽນແປງ.,เวลาจริงมีการเปลี่ยนแปลง,
번역 완료,ADMIN 지원,The added banners are applied in order in the KOKKOK Move app.,,The added banners are applied in order in the KOKKOK Move app.,າຍໂຄສະນາ ທີ່ຖືກເພີ່ມເຂົ້າ ແມ່ນໄດ້ຖືກຈັດເຂົ້າລຳດັບ ໃນແອັບ KOKKOK Move ແລ້ວ.,,
번역 완료,ADMIN 설정,The administrator account has been added.,,The administrator account has been added.,ບັນຊີ ຜູ້ດູແລການຂົນສົ່ງ ໄດ້ຖືກເພີ່ມເຂົ້າແລ້ວ.,,
번역 완료,ADMIN 설정,The administrator account has been deleted.,,The administrator account has been deleted.,ບັນຊີ ຜູ້ດູແລການຂົນສົ່ງ ໄດ້ຖືກລຶບອອກແລ້ວ.,,
번역 완료,ADMIN 설정,The administrator account information has been changed.,,The administrator account information has been changed.,ຂໍ້ມູນບັນຊີ ຜູ້ດູແລການຂົນສົ່ງ ໄດ້ຖືກປ່ຽນແປງແລ້ວ.,,
번역 완료,ADMIN 차량관리,The advertisement has been added successfully.,,The advertisement has been added successfully.,ການເພິ່ມໂຄສະນາສຳເລັດ,,
번역 완료,ADMIN 차량관리,The advertisement has been edited successfully.,,The advertisement has been edited successfully.,ການແກ້ໄຂໂຄສະນາສຳເລັດ,,
번역 완료,ADMIN 설정,The allowed photo size is 900x1200px.,,The allowed photo size is 900x1200px.,ຂະໜາດຮູບທີ່ອະນຸຍາດແມ່ນ 900x1200px.,,
번역 완료,ADMIN 지원,The banner has already been deleted.,,The banner has already been deleted.,ປ້າຍໂຄສະນາ ຖືກລຶບອອກແລ້ວ.,,
번역 완료,ADMIN 지원,The banner has been added.,,The banner has been added.,ປ້າຍໂຄສະນາ ຖືກເພີ່ມເຂົ້າແລ້ວ.,,
번역 완료,ADMIN 지원,The banner has been deleted.,,The banner has been deleted.,ປ້າຍໂຄສະນາ ຖືກລຶບອອກແລ້ວ.,,
번역 완료,ADMIN 지원,The banner information has been changed.,,The banner information has been changed.,ຂໍ້ມູນ ປ້າຍໂຄສະນາ ຖືກປ່ຽນແປງແລ້ວ.,,
번역 완료,ADMIN 배터리,The battery has been added.,,The battery has been added.,ແບດເຕີລີໄດ້ຖືກເພີ່ມແລ້ວ.,,
번역 완료,ADMIN 지원,The coupon code that you inserted has been already occupied.,,The coupon code that you inserted has been already occupied.,ລະຫັດຄູປ໋ອງທີ່ທ່ານໃສ່ນັ້ນໄດ້ຖືກນຳໃຊ້ແລ້ວ.,,
번역 완료,ADMIN 지원,The coupon has been added.,,The coupon has been added.,ຄູປອງ ຖືກເພີ່ມເຂົ້າແລ້ວ,,
번역 완료,ADMIN 지원,The coupon information has been changed.,,The coupon information has been changed.,ຂໍ້ມູນຄູປອງ ຖືກປ່ຽນແປງແລ້ວ,,
번역 완료,ADMIN 드라이버관리,The deduction has been applied successfully.,,The deduction has been applied successfully.,ການຫັກຄະແນນໄດ້ດໍາເນີນການຮຽບຮ້ອຍແລ້ວ.,,
번역 완료,ADMIN 무브배차,The dispatch has already been accepted.,,The dispatch has already been accepted.,ການຂົນສົ່ງໄດ້ຮັບການຍອມຮັບ.,การจัดส่งได้รับการยอมรับแล้ว,
번역 완료,ADMIN 콕콕관리,The dispatch has been completed.,,The dispatch has been completed.,ການຈັດຄິວຂົນສົ່ງ ໄດ້ສຳເລັດແລ້ວ.,,
번역 완료,ADMIN 무브배차,"The driver needs 150,000 points for order acceptance.",,"The driver needs 150,000 points for order acceptance.","ຄົນຂັບລົດຕ້ອງມີ 150,000 ຈຸດເພື່ອຮັບເອົາຄໍາສັ່ງ.","ผู้ขับขี่ต้องมีคะแนน 150,000 คะแนนจึงจะยอมรับคำสั่งซื้อได้",
번역 완료,ADMIN 지원,The driver type has been changed.,,The driver type has been changed.,ປະເພດຂອງຄົນຂັບມີການປ່ຽນແປງ.,ประเภทของไดรเวอร์มีการเปลี่ยนแปลง,
번역 완료,ADMIN 지원,The file cannot exceed more than 1MB.,,The file cannot exceed more than 1MB.,ໄຟລ໌ຕ້ອງມີຂະໜາດບໍ່ເກີນ 1MB.,,
번역 완료,,The file cannot exceed more than 5MB.,,The file cannot exceed more than 5MB.,ໄຟລ໌ຕ້ອງມີຂະໜາດບໍ່ເກີນ 5MB.,,
번역 완료,ADMIN 지원,The file has been changed successfully.,,The file has been changed successfully.,ໄຟລ໌ໄດ້ຖືກປ່ຽນແປງສໍາເລັດແລ້ວ.,,
번역 완료,ADMIN 차량관리,The frame number you've entered already exists.,,The frame number you've entered already exists.,ເລກຖັັງທີ່ທ່ານລະບຸແມ່ນມີແລ້ວ,,
번역 완료,ADMIN 드라이버관리,The Hero type you selected is already occupied.,,The Hero type you selected is already occupied.,ປະເພດ Hero ທີ່ທ່ານເລືອກຖືກນໍາໃຊ້ແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,The hero's(or driver's) settlement amount has been modified.,,The hero's(or driver's) settlement amount has been modified.,ຈໍານວນການຊໍາລະຂອງ hero (ຫຼືຄົນຂັບ) ໄດ້ຖືກດັດແກ້ແລ້ວ.,,
번역 완료,ADMIN 설정,The hub has been added.,,The hub has been added.,ສູນຂົນສົ່ງ ໄດ້ຖືກເພີ່ມເຂົ້າແລ້ວ.,,
번역 완료,ADMIN 설정,The hub has been deleted.,,The hub has been deleted.,ສູນຂົນສົ່ງ ໄດ້ຖືກລຶບອອກແລ້ວ.,,
번역 완료,ADMIN 설정,The hub information has been changed.,,The hub information has been changed.,ຂໍ້ມູນສູນຂົນສົ່ງ ໄດ້ຖືກປ່ຽນແປງ.,,
번역 완료,ADMIN 지원,The inquiry has already been answered.,,The inquiry has already been answered.,ຂໍ້ຊັກຖາມ ໄດ້ຖືກຕອບກັບແລ້ວ.,,
번역 완료,ADMIN 로그인,"The last password reset was more than 6 months ago.
Keep your account safe by regularly changing the password.",,"The last password reset was more than 6 months ago.
Keep your account safe by regularly changing the password.","ມັນເປັນເວລາ 6 ເດືອນແລ້ວນັບຕັ້ງແຕ່ໄດ້ປ່ຽນລະຫັດຜ່ານຂອງທ່ານ.
ຮັກສາບັນຊີຂອງທ່ານໃຫ້ປອດໄພດ້ວຍການປ່ຽນແປງລະຫັດຜ່ານເປັນປະຈຳ.",,
번역 완료,ADMIN 드라이버관리,The name has been revised successfully.,이름 변경 성공시 노출되는 토스트 문구,The name has been revised successfully.,ລະບົບໄດ້ສໍາເລັດການປ່ຽນແປງຊື່ຄົນຂົບລົດແລ້ວ,,
번역 완료,ADMIN 콕콕관리,The note has been deleted.,,The note has been deleted.,ບັນທຶກ ໄດ້ຖືກລົບ.,,
번역 완료,ADMIN 지원,The notice has been added.,,The notice has been added.,ແຈ້ງການ ໄດ້ຖືກເພີ່ມເຂົ້າແລ້ວ.,,
번역 완료,ADMIN 지원,The notice has been changed.,,The notice has been changed.,ແຈ້ງການ ໄດ້ຖືກປ່ຽນແປງແລ້ວ.,,
번역 완료,ADMIN 지원,The notice has been deleted.,,The notice has been deleted.,ແຈ້ງການ ໄດ້ຖືກລຶບແລ້ວ.,,
번역 완료,ADMIN 지원,The notice has been pinned.,,The notice has been pinned.,ແຈ້ງການໄດ້ຖືກປັກໝຸດແລ້ວ.,,
번역 완료,ADMIN 지원,The notice has been unpinned.,,The notice has been unpinned.,ແຈ້ງການ ໄດ້ຖືກຖອນປັກໝຸດແລ້ວ.,,
번역 완료,ADMIN 로지스틱스(보류),The order has been added.,,The order has been added.,ຄຳສັ່ງຂົນສົ່ງ ໄດ້ຖືກເພີ່ມແລ້ວ.,,
번역 완료,"ADMIN 로지스틱스(보류), ADMIN 무브배차",The order has been canceled.,,The order has been canceled.,ຄໍາສັ່ງຂົນສົ່ງ ໄດ້ຖືກຍົກເລີກ.,,
번역 완료,ADMIN 기타,The order number does not exist.,,The order number does not exist.,ເລກທີຄຳສັ່ງຂົນສົ່ງ ບໍ່ມີໃນລະບົບ.,,
번역 완료,ADMIN 지원,The package is damaged,,The package is damaged,ພັດສະດຸ ໄດ້ຮັບຄວາມເສຍຫາຍ,,
번역 완료,ADMIN 지원,The package is lost,,The package is lost,ພັດສະດຸ ບໍ່ຄົບ/ເສຍ,,
번역 완료,ADMIN 기타,The package not recived,,The package not recived,ບໍ່ໄດ້ຮັບ ພັດສະດຸເລີຍ,,
번역 완료,ADMIN 무브관리,The passenger requested,,The passenger requested,ຜູ້ໂດຍສານ ຮຽກຮ້ອງ,ผู้โดยสารร้องขอ,
번역 완료,ADMIN 콕콕관리,The payment gateway has been changed successfully.,,The payment gateway has been changed successfully.,ຊ່ອງທາງການຊຳລະເງິນໄດ້ຖືກປ່ຽນສຳເລັດແລ້ວ.,,
번역 완료,ADMIN 차량관리,The plate number that you entered has been already registered.,,The plate number that you entered has been already registered.,ທະບຽນລົດທີ່ທ່ານລະບຸນັ້ນຖືກລົງທະບຽນແລ້ວ.,,
확인 필요,ADMIN 정산,The point charge has been completed.,,The point charge has been completed.,ຕື່ມຄະແນນ ສຳເລັດ.,,
확인 필요,ADMIN 정산,The point charge request has been rejected.,,The point charge request has been rejected.,ຄຳຂໍ ຕື່ມຄະແນນ ຖືກປະຕິເສດແລ້ວ.,,
번역 완료,ADMIN 설정,The popup added will be shown on the added orders,,The popup added will be shown on the added orders,ການແຈ້ງເຕືອນທີ່ເພີ່ມຈະສະແດງຢູ່ໃນຄໍາສັ່ງ,,
번역 완료,ADMIN 설정,The popup added will be shown on the added orders.,,The popup added will be shown on the added orders.,ການແຈ້ງເຕືອນທີ່ເພີ່ມຈະສະແດງຢູ່ໃນຄໍາສັ່ງ.,,
번역 완료,ADMIN 지원,The popup has already been deleted.,,The popup has already been deleted.,ການແຈ້ງເຕືອນໄດ້ຖືກລຶບແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,The profile has been revised.,,The profile has been revised.,ໂປຣໄຟລ໌ໄດ້ຮັບການແກ້ໄຂແລ້ວ,,
번역 완료,KKH Move 10.목적지 변경,The reason for different destination,,The reason for different destination,ເຫດຜົນສໍາລັບຈຸດຫມາຍປາຍທາງທີ່ແຕກຕ່າງກັນ,,
번역 완료,ADMIN 지원,The reply has been added.,,The reply has been added.,ຂໍ້ຄວາມຕອບກັບ ໄດ້ຖືກເພີ່ມເຂົ້າແລ້ວ.,,
번역 완료,ADMIN 정산,The requested amount and the charging amount are different.,,The requested amount and the charging amount are different.,ຈຳນວນທີ່ຮ້ອງຂໍ ແລະ ຈຳນວນທີ່ຮຽກເງິນ ຕ່າງກັນ.,,
번역 완료,ADMIN 로그인,The requested page could not be found. Please check that the address on the page you entered is correct,,The requested page could not be found. Please check that the address on the page you entered is correct,ບໍ່ສາມາດຊອກຫາໜ້າທີ່ຮ້ອງຂໍໄດ້. ກະລຸນາກວດເບິ່ງວ່າທີ່ຢູ່ໃນໜ້າທີ່ທ່ານລະບຸນັ້ນຖືກຕ້ອງ,ไม่พบหน้าที่ร้องขอ โปรดตรวจสอบว่าที่อยู่ในหน้าที่คุณป้อนนั้นถูกต้อง,
번역 완료,ADMIN 설정,The route has been deleted.,,The route has been deleted.,ເສັ້ນທາງ ໄດ້ຖືກລຶບອອກແລ້ວ.,,
번역 완료,ADMIN 설정,The route has been set.,,The route has been set.,ເສັ້ນທາງ ໄດ້ຖືກກຳນົດແລ້ວ.,,
번역 완료,ADMIN 설정,The route is already set.,,The route is already set.,ເສັ້ນທາງ ໄດ້ຖືກກຳນົດ ມາກ່ອນແລ້ວ.,,
번역 완료,ADMIN 설정,The route is not set.,,The route is not set.,ເສັ້ນທາງ ຍັງບໍ່ໄດ້ກຳນົດ.,,
번역 완료,ADMIN 일반배송(보류),The route setting is completed.,,The route setting is completed.,ການຕັ້ງຄ່າເສັ້ນທາງສຳເລັດແລ້ວ.,,
번역 완료,ADMIN 드라이버관리,The schedule has been changed.,,The schedule has been changed.,ຕາຕະລາງມີການປ່ຽນແປງ.,กำหนดการมีการเปลี่ยนแปลง,
번역 완료,ADMIN 일반배송(보류),The selected goods has been forwarded.,,The selected goods has been forwarded.,ເຄື່ອງພັດສະດຸ ໄດ້ຖືກສົ່ງຕໍ່ແລ້ວ.,,
번역 완료,ADMIN 일반배송(보류),The shipping request for the selected order has been completed.,,The shipping request for the selected order has been completed.,ຄຳຂໍຂົນສົ່ງ ສຳລັບຄຳສັ່ງຂົນສົ່ງທີ່ເລືອກ ໄດ້ສຳເລັດແລ້ວ.,,
번역 완료,ADMIN 지원,The update version has been edited successfully.,,The update version has been edited successfully.,ເວີຊັນປັບປຸງໄດ້ຖືກແກ້ໄຂແລ້ວ.,,
번역 완료,ADMIN 차량관리,The vehicle has been added successfully.,차량관리,The vehicle has been added successfully.,ພາຫະນະໄດ້ຖືກເພີ່ມເຂົ້າສໍາເລັດແລ້ວ.,,
번역 완료,ADMIN 차량관리,The vehicle ID number that you entered has been already registered.,차량관리,The vehicle ID number that you entered has been already registered.,ເລກຖັງລົດທີ່ທ່ານລະບຸນັ້ນໄດ້ຖືກລົງທະບຽນແລ້ວ.,,
